protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen	domain	lit
FABP3	neg	47	569.0762	569.0762	99000	III.5	unknown	3.81	3.8377288	3.16	4.01	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	48	956.4836	956.4836	94000	III.6	unknown	3.05	NaN	2.35	3.13	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	49	442.0893	442.0893	93000	III.5	unknown	3.81	3.8324631	3.23	4.0	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	50	1071.4592	1071.4592	88000	III.6	unknown	2.96	NaN	2.22	3.13	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	51	327.1265	327.1265	86000	III.5	unknown	2.88	2.8833967	1.87	3.02	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	52	567.0874	567.0874	83000	III.5	unknown	3.45	3.4632848	2.48	3.77	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	53	543.042	543.042	83000	III.6	unknown	3.05	NaN	1.99	3.18	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	54	733.2	733.2	82000	III.6	unknown	3.04	NaN	2.32	3.13	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	55	814.3571	814.3571	80000	III.6	unknown	3.81	NaN	3.29	3.94	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	56	415.1626	415.1626	78000	III.5	unknown	3.54	3.5417731	2.83	3.68	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	57	440.1871	440.1871	76000	III.5	unknown	4.34	4.318986300000001	3.84	4.5	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	58	863.2406	863.2406	75000	III.6	unknown	2.96	NaN	1.98	3.16	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	59	581.1398	581.1398	73000	III.2	unknown	3.31	3.3058979	2.44	3.82	PI			10.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(10:0)	10:0	NA	NA	E	lipocalin	False
FABP3	neg	60	966.5135	966.5135	73000	III.6	unknown	3.05	NaN	2.32	3.13	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	61	665.0511	665.0511	72000	III.6	unknown	2.93	NaN	1.4	3.19	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	62	473.1071	473.1071	68000	III.6	unknown	3.03	NaN	1.61	3.2	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	63	353.1633	353.1633	65000	III.5	unknown	3.71	3.7110204	3.14	3.85	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	64	295.2639	295.2639	62000	III.5	unknown	4.35	4.3227947	3.81	4.5	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	65	853.2115	853.2115	60000	III.6	unknown	2.95	NaN	2.1	3.16	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	66	424.1925	424.1925	59000	III.5	unknown	4.34	4.3791113	3.88	4.52	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	67	549.122	549.122	58000	III.5	unknown	3.54	3.5341376	2.87	3.67	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	68	761.2511	761.2511	56000	III.2	unknown	3.72	3.7148787	3.25	3.87	PI			20.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(20:3)	20:3	NA	NA	E	lipocalin	False
FABP3	neg	69	402.1262	402.1262	55000	III.2	unknown	3.54	3.5494252	2.83	3.64	PS	Lyso		6.0	0.0		6.0	0.0		NaN	NaN		NaN	NaN	LysoPS	NA	LysoPS	LysoPS(6:0)	6:0	LysoPS(6:0)	6:0	E	lipocalin	False
FABP3	neg	70	743.222	743.222	54000	III.6	unknown	3.06	NaN	2.41	3.22	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	71	493.0691	493.0691	54000	III.5	unknown	2.57	2.5531784	2.09	3.0	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	72	648.4054	648.4054	54000	III.5	unknown	3.54	3.5403265	3.16	3.67	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	73	451.3059	451.3059	53000	III.2	unknown	3.1	3.0826449	2.29	3.59	MAG			22.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	NA	MAG	MAG(22:4)	22:4	NA	NA	E	lipocalin	False
FABP3	neg	74	646.4259	646.4259	53000	III.5	unknown	3.81	3.8300268	3.32	3.92	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	75	538.0641	538.0641	53000	III.6	unknown	3.03	NaN	1.53	3.17	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	76	431.1732	431.1732	52000	III.6	unknown	3.8	NaN	3.2	3.94	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	77	759.2527	759.2527	50000	III.5	unknown	3.72	3.7187392	3.32	3.84	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	78	535.0027	535.0027	50000	III.6	unknown	3.48	NaN	2.13	3.67	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	79	687.0486	687.0486	48000	III.6	unknown	3.05	NaN	1.97	3.2	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	80	498.1234	498.1234	47000	III.6	unknown	2.9	NaN	1.71	3.17	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	81	298.8653	298.8653	47000	III.6	unknown	3.18	NaN	0.4	7.1	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	82	700.0025	700.0025	46000	III.6	unknown	2.62	NaN	1.39	3.22	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	83	390.1077	390.1077	44000	III.6	unknown	3.04	NaN	1.84	3.19	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	84	634.3895	634.3895	43000	III.5	unknown	3.54	3.5518078	3.0	3.6	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	85	757.2366	757.2366	43000	III.5	unknown	3.54	3.5562669	2.97	3.6	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	86	644.9928	644.9928	42000	III.6	unknown	2.89	NaN	1.53	3.19	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	87	549.4879	549.4879	42000	III.2	unknown	3.54	3.5891474	3.16	3.69	DAG-O		O	32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:2)	32:2	NA	NA	E	lipocalin	False
FABP3	neg	88	537.1217	537.1217	41000	III.5	unknown	3.71	3.739292	3.05	3.85	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	89	826.2824	826.2824	40000	III.6	unknown	3.05	NaN	2.17	3.14	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	90	759.3196	759.3196	39000	III.2	unknown	3.71	3.7546129	3.2	3.85	PI			23.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(23:2)	23:2	NA	NA	E	lipocalin	False
FABP3	neg	91	467.1082	467.1082	38000	III.6	unknown	3.04	NaN	1.63	3.19	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	92	535.07	535.07	38000	III.6	unknown	3.5	NaN	2.83	3.67	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	93	388.1282	388.1282	35000	III.6	unknown	3.54	NaN	2.84	3.71	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	94	855.2097	855.2097	34000	III.6	unknown	2.93	NaN	2.22	3.17	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	95	461.323	461.323	34000	III.5	unknown	2.8	2.7888509	2.17	2.93	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	96	800.3417	800.3417	33000	III.6	unknown	3.54	NaN	3.16	3.69	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	97	522.0791	522.0791	33000	III.6	unknown	3.04	NaN	2.12	3.5	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	98	571.0728	571.0728	32000	III.6	unknown	3.8	NaN	3.14	3.96	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	99	410.1185	410.1185	32000	III.6	unknown	3.81	NaN	3.25	3.9	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	100	554.1644	554.1644	29000	III.5	unknown	4.35	4.3551175	3.84	4.48	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	101	424.1553	424.1553	26000	III.5	unknown	3.28	3.2842033	2.29	3.42	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	102	563.0347	563.0347	26000	III.5	unknown	4.35	4.3632523	3.34	4.51	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	103	759.2334	759.2334	26000	III.2	unknown	3.45	3.5524066	2.84	3.57	PI			20.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(20:4)	20:4	NA	NA	E	lipocalin	False
FABP3	neg	104	414.1631	414.1631	23000	III.2	unknown	4.35	4.3627697	3.89	4.5	PC			6.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(6:0)	6:0	NA	NA	E	lipocalin	False
FABP3	neg	104	414.1631	414.1631	23000	III.2	unknown	4.35	4.3627697	3.89	4.5	PE			9.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(9:0)	9:0	NA	NA	E	lipocalin	False
FABP3	neg	105	538.1693	538.1693	20000	III.5	unknown	4.34	4.3556002	3.89	4.49	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	106	729.177	729.177	16000	III.6	unknown	3.75	4.7534205	3.19	4.4	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	107	583.1377	583.1377	13000	III.5	unknown	3.23	3.3307304	2.2	3.71	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	108	553.0354	553.0354	8800	III.6	unknown	2.91	4.5370287	2.21	3.02	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	0	659.2856	659.2856	2000000	III.2	unknown	3.02	3.0177751	2.02	3.76	PGP			22.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PGP	NA	NA	PGP(22:2)	22:2	NA	NA	E	lipocalin	False
FABP3	pos	0	659.2856	659.2856	2000000	III.2	unknown	3.02	3.0177751	2.02	3.76	PI			20.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	NA	PI(20:3)	20:3	NA	NA	E	lipocalin	False
FABP3	pos	1	747.592	747.592	1200000	III.2	unknown	3.86	3.8336362	3.38	4.01	DAG			46.0	9.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(46:9)	46:9	NA	NA	E	lipocalin	False
FABP3	pos	1	747.592	747.592	1200000	III.2	unknown	3.86	3.8336362	3.38	4.01	SM		t	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	NA	NA	SM(36:1)	36:1	NA	NA	E	lipocalin	False
FABP3	pos	1	747.592	747.592	1200000	III.2	unknown	3.86	3.8336362	3.38	4.01	PA			39.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(39:0)	39:0	NA	NA	E	lipocalin	False
FABP3	pos	1	747.592	747.592	1200000	III.2	unknown	3.86	3.8336362	3.38	4.01	PE		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA-O	NA-O(36:2)	36:2	NA	NA	E	lipocalin	False
FABP3	pos	1	747.592	747.592	1200000	III.2	unknown	3.86	3.8336362	3.38	4.01	PC		O	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	NA	NA-O	NA-O(33:2)	33:2	NA	NA	E	lipocalin	False
FABP3	pos	1	747.592	747.592	1200000	III.2	unknown	3.86	3.8336362	3.38	4.01	DAG			44.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(44:6)	44:6	NA	NA	E	lipocalin	False
FABP3	pos	2	656.5304	656.5304	770000	III.2	unknown	2.87	2.8372165	2.12	8.16	DAG			38.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(38:7)	38:7	NA	NA	E	lipocalin	False
FABP3	pos	2	656.5304	656.5304	770000	III.2	unknown	2.87	2.8372165	2.12	8.16	PG	Lyso	O	28.0	0.0	O	28.0	0.0		NaN	NaN		NaN	NaN	LysoPG-O	NA	NA-O	NA-O(28:0)	28:0	NA-O(28:0)	28:0	E	lipocalin	False
FABP3	pos	3	700.5562	700.5562	690000	III.2	unknown	3.11	3.1693898	2.12	3.99	CerP		d	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	NA	NA	CerP(40:2)	40:2	NA	NA	E	lipocalin	False
FABP3	pos	3	700.5562	700.5562	690000	III.2	unknown	3.11	3.1693898	2.12	3.99	LysoPC	Lyso	O	30.0	0.0	O	30.0	0.0		NaN	NaN		NaN	NaN	LysoPC-O	NA	NA-O	NA-O(30:0)	30:0	NA-O(30:0)	30:0	E	lipocalin	False
FABP3	pos	4	975.778	975.778	660000	III.2	unknown	3.81	3.8031238	3.43	3.91	PA			56.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(56:5)	56:5	NA	NA	E	lipocalin	False
FABP3	pos	4	975.778	975.778	660000	III.2	unknown	3.81	3.8031238	3.43	3.91	PS			48.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(48:1)	48:1	NA	NA	E	lipocalin	False
FABP3	pos	4	975.778	975.778	660000	III.2	unknown	3.81	3.8031238	3.43	3.91	Monoalkyldiacylglycerol		O	61.0	11.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG-O	NA	NA-O	NA-O(61:11)	61:11	NA	NA	E	lipocalin	False
FABP3	pos	5	744.5816	744.5816	580000	III.5	unknown	3.04	2.9006374	2.29	3.77	PE		O	37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA-O	NA-O(37:2)	37:2	NA	NA	E	lipocalin	False
FABP3	pos	5	744.5816	744.5816	580000	III.5	unknown	3.04	2.9006374	2.29	3.77	PC		O	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	NA	NA-O	NA-O(34:2)	34:2	NA	NA	E	lipocalin	False
FABP3	pos	5	744.5816	744.5816	580000	III.5	unknown	3.04	2.9006374	2.29	3.77	PA		O	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	NA	NA-O	NA-O(39:3)	39:3	NA	NA	E	lipocalin	False
FABP3	pos	6	510.4367	510.4367	530000	III.5	unknown	3.26	3.2614045	1.76	3.9	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	7	832.6349	832.6349	470000	III.2	unknown	2.88	2.9088582	2.29	3.43	PS		O	40.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(40:1)	40:1	NA	NA	E	lipocalin	False
FABP3	pos	7	832.6349	832.6349	470000	III.2	unknown	2.88	2.9088582	2.29	3.43	HexCerOH		t	43.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	NA	NA	HexCerOH(43:6)	43:6	NA	NA	E	lipocalin	False
FABP3	pos	7	832.6349	832.6349	470000	III.2	unknown	2.88	2.9088582	2.29	3.43	PG		O	40.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(40:3)	40:3	NA	NA	E	lipocalin	False
FABP3	pos	8	642.5146	642.5146	470000	III.5	unknown	3.12	3.1245539	2.16	3.51	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	9	620.4865	620.4865	440000	III.5	unknown	3.58	3.573413	2.84	3.9	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	10	788.6083	788.6083	440000	III.2	unknown	2.94	2.9467208	2.2	3.45	PE			39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(39:1)	39:1	NA	NA	E	lipocalin	False
FABP3	pos	10	788.6083	788.6083	440000	III.2	unknown	2.94	2.9467208	2.2	3.45	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(36:1)	36:1	NA	NA	E	lipocalin	False
FABP3	pos	10	788.6083	788.6083	440000	III.2	unknown	2.94	2.9467208	2.2	3.45	HexCer		d	41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(41:6)	41:6	NA	NA	E	lipocalin	False
FABP3	pos	10	788.6083	788.6083	440000	III.2	unknown	2.94	2.9467208	2.2	3.45	PA			41.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(41:2)	41:2	NA	NA	E	lipocalin	False
FABP3	pos	10	788.6083	788.6083	440000	III.2	unknown	2.94	2.9467208	2.2	3.45	HexCer		d	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(39:3)	39:3	NA	NA	E	lipocalin	False
FABP3	pos	11	876.6608	876.6608	400000	III.2	unknown	2.82	2.8218436	2.2	3.38	PS			42.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(42:0)	42:0	NA	NA	E	lipocalin	False
FABP3	pos	11	876.6608	876.6608	400000	III.2	unknown	2.82	2.8218436	2.2	3.38	PG/BMP			42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(42:2)	42:2	NA	NA	E	lipocalin	False
FABP3	pos	12	686.5406	686.5406	380000	III.5	unknown	3.08	3.0832309	2.04	3.6	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	13	700.3124	700.3124	340000	III.2	unknown	3.03	3.0338875	2.55	3.16	PGP			24.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PGP	NA	PGP	PGP(24:4)	24:4	NA	NA	E	lipocalin	False
FABP3	pos	14	675.6757	675.6757	290000	III.5	unknown	4.62	4.6229106	4.17	4.78	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	15	640.5354	640.5354	280000	III.2	unknown	3.64	3.6842861	2.97	8.63	DAG-O		O	38.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(38:8)	38:8	NA	NA	E	lipocalin	False
FABP3	pos	15	640.5354	640.5354	280000	III.2	unknown	3.64	3.6842861	2.97	8.63	Cer		t	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(39:4)	39:4	NA	NA	E	lipocalin	False
FABP3	pos	16	470.3472	470.3472	280000	III.5	unknown	3.05	3.0519626	2.61	3.41	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	17	920.6872	920.6872	250000	III.2	unknown	2.78	2.788879	2.24	3.29	SHexCer		d	44.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SHexCer	NA	NA	SHexCer(44:1)	44:1	NA	NA	E	lipocalin	False
FABP3	pos	17	920.6872	920.6872	250000	III.2	unknown	2.78	2.788879	2.24	3.29	HexCer		d	49.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(49:7)	49:7	NA	NA	E	lipocalin	False
FABP3	pos	18	730.5668	730.5668	230000	III.2	unknown	3.03	3.0868111	1.9	3.3	PE		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA-O	NA-O(36:2)	36:2	NA	NA	E	lipocalin	False
FABP3	pos	18	730.5668	730.5668	230000	III.2	unknown	3.03	3.0868111	1.9	3.3	PC		O	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	NA	NA-O	NA-O(33:2)	33:2	NA	NA	E	lipocalin	False
FABP3	pos	18	730.5668	730.5668	230000	III.2	unknown	3.03	3.0868111	1.9	3.3	PA		O	38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	NA	NA-O	NA-O(38:3)	38:3	NA	NA	E	lipocalin	False
FABP3	pos	19	684.5619	684.5619	220000	III.2	unknown	3.59	3.6081465	3.32	4.42	DAG			40.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(40:7)	40:7	NA	NA	E	lipocalin	False
FABP3	pos	19	684.5619	684.5619	220000	III.2	unknown	3.59	3.6081465	3.32	4.42	PG	Lyso	O	30.0	0.0	O	30.0	0.0		NaN	NaN		NaN	NaN	LysoPG-O	NA	NA-O	NA-O(30:0)	30:0	NA-O(30:0)	30:0	E	lipocalin	False
FABP3	pos	20	964.7127	964.7127	160000	III.2	unknown	2.79	2.7663374	2.2	3.43	PI		O	43.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	NA	NA-O	NA-O(43:2)	43:2	NA	NA	E	lipocalin	False
FABP3	pos	20	964.7127	964.7127	160000	III.2	unknown	2.79	2.7663374	2.2	3.43	PE		O	52.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA-O	NA-O(52:8)	52:8	NA	NA	E	lipocalin	False
FABP3	pos	21	675.2596	675.2596	160000	III.5	unknown	3.03	3.0504029	2.11	3.71	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	pos	22	816.6403	816.6403	160000	III.2	unknown	3.6	3.5888964	3.08	4.08	PC			38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(38:1)	38:1	NA	NA	E	lipocalin	False
FABP3	pos	22	816.6403	816.6403	160000	III.2	unknown	3.6	3.5888964	3.08	4.08	PE			41.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(41:1)	41:1	NA	NA	E	lipocalin	False
FABP3	pos	22	816.6403	816.6403	160000	III.2	unknown	3.6	3.5888964	3.08	4.08	HexCer		d	43.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(43:6)	43:6	NA	NA	E	lipocalin	False
FABP3	pos	22	816.6403	816.6403	160000	III.2	unknown	3.6	3.5888964	3.08	4.08	PA			43.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(43:2)	43:2	NA	NA	E	lipocalin	False
FABP3	pos	23	321.2397	321.2397	140000	III.5	unknown	2.42	2.4305328	1.81	4.33	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
